Danne han boazu válljestalláge geasset álbmámus šattuid ja šaddoosiid , mat 	addet 	eanemus eallámuša . ¶
Sámelágas leat dasa lassin njuolggadusat mat 	addet 	Norgga sámi ál-bmogii viiddiduvvon vuoigatvuođa atnit sámegiela vai besset fuolahit iežaset beroštumiid báikkálaš ja guovllu dearvvašvuođa- ja sosialásahusaid ektui . ¶
Ealáhusovddideami ja árvobuvttadeami iešguđetlágan ortnegiin eanadoallošiehtadusas 	addet 	doarjaga earret eará báikkálaš biebmokultuvrra ovddideapmái , mii maiddái sáhttá sisttisdoallat álgoálbmotkultuvra . ¶
Unnitlohkogielaid lihtu goalmmát oassi sisttisdoallá viidát ja bienalet njuolggadusaid mat 	addet 	eiseválddiide konkrehta geatnegasvuođaid iešguđetge surggiin , ee. dakkár surggiin go oahpahusas , riektelágádusas ja almmolaš hálddašeamis . ¶
Sámelága giellanjuolggadusat 	addet 	ássiide giellavuoigatvuođaid go deaividit iešguđetge almmolaš orgánaiguin . ¶
Seammás leat hábmejuvvon ráŋggáštanregelat mat 	addet 	eiseválddiide láhkavuođu čuovvolit , daid háviid go siskkáldas iešstivrejupmi ii doaimma , dahje go dat dárbbášuvvo resursavuođu dahje eará servodatberoštumiid dihtii . ¶
Finnmárkkus lea Norgga kulturráđđi lea juolludan 1,5 miljon ruvnno prošektii Musikk i Finnmark , ja Sámediggi ja fylkkagielda 	addet 	guovllulaš oasi . ¶
Oahppoplánat 	addet 	ollislaš ja čađamanni oahpahusgearddi sámegielas olles vuođđooahpahussii , ja dat nanne sámegiela . ¶
Norgalaš láhkamearrádusat , mat álo leat dárkkistuvvon servodaga nuppástuvvan dárbbuid mielde , 	addet 	vuđđosa hukset ođđa kulturseailluheaddji ja gárgedeaddji oahpaheami sámi veahkadahkii . ¶
Sámi joatkkaskuvla Kárášjogas ja Sámi joatkkaskuvla ja boazodoalloskuvla Guovdageainnus leat stáhtalaš skuvllat mat 	addet 	oahpaheami joatkkadásis . ¶
Dát galget juolluduvvot oahpaheddjiide vai váldet lasseoahpu oarjelsámegielas , oktan čatnasanáiggiin skuvllain mat 	addet 	oarjelsámegiela oahpaheami . ¶
Nubbi cealkka nanne ahte guovllustivrra gieđahallamii gullá maiddái árvvoštallat 	addet 	go doaibmanjuolggadusat vuođu doaimmahit ekologalaččat guoddevaš boazodoalu orohagas . ¶
Sámediggi oaivvilda ahte sámi vuoigatvuođalávdegotti čielggadeami konklušuvnnat 	addet 	vuođu vel eanet rievdadusaide boazodoallolágas . ¶
Kultuvradepartemeanta lea ovdehan ahte Gáivuona gielda ja Romssa fylkkagielda 	addet 	mearkkašahtti investerendoarjagiid viiddideapmái . ¶
Guovllustivra galgá , lassin dasa go dárkkistit ahte lága mearrádusat doaibmanjuolggadusaid ráhkadeami birra leat čuvvojuvvon , maiddái árvvoštallat 	addet 	go doaibmanjuolggadusat vuođu doaimmahit ekologalaččat guoddevaš boazodoalu orohagas . ¶
Máksu juogaduvvo viidáseappot dainna vugiin ahte 	addet 	doarjaga dáiddáriidda . ¶
Dála njuolggadusat bieggafápmoprošeavttaid birra mielddisbuktet juohke áidna prošeavtta vuđolaš árvvoštallama energiijalága ja plána- ja huksenlága KU-mearrádusaid olis , ja 	addet 	nu buori vuođi árvvoštallat juohke prošeavtta váikkuhusaid . ¶
Ealáhusovddideami ja árvobuvttadeami iešguđetlágan ortnegiin eanadoallošiehtadusas 	addet 	doarjaga earret eará báikkálaš biebmokultuvrra ovddideapmái , mii maiddái sáhttá sisttisdoallat álgoálbmotkultuvra . ¶
Ealáhusovddideami ja árvobuvttadeami iešguđetlágan ortnegiin eanadoallošiehtadusas 	addet 	doarjaga earret eará báikkálaš biebmokultuvrra ovddideapmái , mii maiddái sáhttá sisttisdoallat álgoálbmotkultuvra . ¶
Dan lassin 	addet 	konvenšuvnnat vuolggasaji vejolaš riikkaidgaskasaš ovttasbargui . ¶
bođu ovddasmanni prošeavttaid mat 	addet 	vásáhusaid bargat árbedieđuiguin sámiid ássanguovllu iešguđet osiin ¶
Dan lassin 	addet 	konvenšuvnnat vuolggasaji vejolaš riikkaidgaskasaš ovttasbargui . ¶
bođu ovddasmanni prošeavttaid mat 	addet 	vásáhusaid bargat árbedieđuiguin sámiid ássanguovllu iešguđet osiin ¶
Ealáhusovddideami ja árvobuvttadeami iešguđetlágan ortnegiin eanadoallošiehtadusas 	addet 	doarjaga earret eará báikkálaš biebmokultuvrra ovddideapmái , mii maiddái sáhttá sisttisdoallat álgoálbmotkultuvra . ¶
Dan lassin 	addet 	konvenšuvnnat vuolggasaji vejolaš riikkaidgaskasaš ovttasbargui . ¶
bođu ovddasmanni prošeavttaid mat 	addet 	vásáhusaid bargat árbedieđuiguin sámiid ássanguovllu iešguđet osiin ¶
Sámediggi geavaha ollu áiggi oaivadit ja doarjut oahpaheaddjiid geat 	addet 	oahpahusa sámi oahppiide vuođđoskuvllain ja joatkkaskuvllain . ¶
Eará deaŧalaš bealit mat 	addet 	oadjebas rámmaeavttuid , lea mearridit ja doaladit guohtunáiggiid ja oktasašorohagaid ( giđđa // čakča ja dálveguohtumiid ) orohatjuohkima . ¶
Máksu juogaduvvo viidáseappot dainna vugiin ahte 	addet 	doarjaga dáiddáriidda . ¶
Máksu juogaduvvo viidáseappot dainna vugiin ahte 	addet 	doarjaga dáiddáriidda . ¶
Plána- ja huksenlága ođđa plánaoasis leat ásahuvvon buoret bargoreaiddut mat 	addet 	gielddaid ja fylkkagielddaid plánejeaddjiide buoret vejolašvuođa čuovvolit riikkalaš ulbmiliid sihkkarastit sámi boazodollui ávnnaslaš vuođu . ¶
Dát čoahkkimat 	addet 	Sámediggái árvalusaid prográmma hálterievdademiide , heivehallamiidda dahje vuoruhemiide . ¶
Máksu juogaduvvo viidáseappot dainna vugiin ahte 	addet 	doarjaga dáiddáriidda . ¶
Guovllustivra galgá maid árvvoštallat 	addet 	go doaibmanjuolggadusat vuođu doaimmahit ekologalaš guoddi boazodoalu orohagas . ¶
suorgedoaibmabijut buoremus lágis 	addet 	ollislaš beavttu ja ahte áššegieđahallama dássi lea dohkkehahtti . ¶
2008 jahkái raporterejit sámi valáštallanorganisašuvnnat ahte sii 	addet 	identitehtahuksejeaddji astoáiggefálaldaga máŋgga sámi guovllus , erenoamážit nuorra sápmelaččaide . ¶
Strategiijat 2009 bušeahtas 	addet 	gova doaimmaid birra sierra politihkka- ja hálddašansurggiin . ¶
Vaikko sámelága giellanjuolggadusat 	addet 	sámegielagiidda vuoigatvuođa ja almmolaš ásahusaide geatnegasvuođa geavahit sámegiela , de lea ain hui dávjá sámegiela geavaheapmi dušše dalle go sápmelaš ii máhte dárogiela . ¶
Sajušteamit reaidun 	addet 	boasttu gova doaimma olggosmanni balánssas . ¶
Vaikko sámelága giellanjuolggadusat 	addet 	sámegielagiidda vuoigatvuođa ja almmolaš ásahusaide geatnegasvuođa geavahit sámegiela , de lea ain hui dávjá sámegiela geavaheapmi dušše dalle go sápmelaš ii máhte dárogiela . ¶
Vaikko sámelága giellanjuolggadusat 	addet 	sámegielagiidda vuoigatvuođa ja almmolaš ásahusaide geatnegasvuođa geavahit sámegiela , de lea ain hui dávjá sámegiela geavaheapmi dušše dalle go sápmelaš ii máhte dárogiela . ¶
Norgalaš láhkamearrádusat , mat álo leat dárkkistuvvon servodaga nuppástuvvan dárbbuid mielde , 	addet 	vuđđosa hukset ođđa kulturseailluheaddji ja gárgedeaddji oahpaheami sámi veahkadahkii . ¶
Kultuvradepartemeanta lea ovdehan ahte Gáivuona gielda ja Romssa fylkkagielda 	addet 	mearkkašahtti investerendoarjagiid viiddideapmái . ¶
suorgedoaibmabijut buoremus lágis 	addet 	ollislaš beavttu ja ahte áššegieđahallama dássi lea dohkkehahtti . ¶
Evalueren guoská daidda gielddaide mat 	addet 	oahpahusa 10-jagi vuođđoskuvlla sámi oahppoplánaid ( O97S ) mielde . ¶
Stuoradikki dárkkistan- ja vuođđudanlávdegoddi cealká Evtt. S nr. 296 ( 1995 – 96 ) ahte oppalaččat berre leat várrogas atnimis láhkaásahusaid addima válddi njuolggadusaid dáfus mat 	addet 	riikkaássiide geatnegasvuođaid dahje vuoigatvuođaid . ¶
Dihto surggiin erenoamáš konvenšuvnnain dáidá leat stuorát mearkkašupmi go oppalaš konvenšuvnnain , danne go dat áššálaččat ráddjejuvvon suorggis 	addet 	ovttaskas olbmuide ja joavkkuide nannoset gáhttema ja go dat sáhttet bidjat stáhtaide eambbo doaibmangeatnegasvuođa . ¶
Dihto surggiin erenoamáš konvenšuvnnain dáidá leat stuorát mearkkašupmi go oppalaš konvenšuvnnain , danne go dat áššálaččat ráddjejuvvon suorggis 	addet 	ovttaskas olbmuide ja joavkkuide nannoset gáhttema ja go dat sáhttet bidjat stáhtaide eambbo doaibmangeatnegasvuođa . ¶
Ealáhusovddideami ja árvobuvttadeami iešguđetlágan ortnegiin eanadoallošiehtadusas 	addet 	doarjaga earret eará báikkálaš biebmokultuvrra ovddideapmái , mii maiddái sáhttá sisttisdoallat álgoálbmotkultuvra . ¶
2008 jahkái raporterejit sámi valáštallanorganisašuvnnat ahte sii 	addet 	identitehtahuksejeaddji astoáiggefálaldaga máŋgga sámi guovllus , erenoamážit nuorra sápmelaččaide . ¶
Strategiijat 2009 bušeahtas 	addet 	gova doaimmaid birra sierra politihkka- ja hálddašansurggiin . ¶
Plána- ja huksenlága ođđa plánaoasis leat ásahuvvon buoret bargoreaiddut mat 	addet 	gielddaid ja fylkkagielddaid plánejeaddjiide buoret vejolašvuođa čuovvolit riikkalaš ulbmiliid sihkkarastit sámi boazodollui ávnnaslaš vuođu . ¶
Dihto surggiin erenoamáš konvenšuvnnain dáidá leat stuorát mearkkašupmi go oppalaš konvenšuvnnain , danne go dat áššálaččat ráddjejuvvon suorggis 	addet 	ovttaskas olbmuide ja joavkkuide nannoset gáhttema ja go dat sáhttet bidjat stáhtaide eambbo doaibmangeatnegasvuođa . ¶
Evalueren guoská daidda gielddaide mat 	addet 	oahpahusa 10-jagi vuođđoskuvlla sámi oahppoplánaid ( O97S ) mielde . ¶
Unnitlohkogielaid lihtu goalmmát oassi sisttisdoallá viidát ja bienalet njuolggadusaid mat 	addet 	eiseválddiide konkrehta geatnegasvuođaid iešguđetge surggiin , ee. dakkár surggiin go oahpahusas , riektelágádusas ja almmolaš hálddašeamis . ¶
Unnitlohkogielaid lihtu goalmmát oassi sisttisdoallá viidát ja bienalet njuolggadusaid mat 	addet 	eiseválddiide konkrehta geatnegasvuođaid iešguđetge surggiin , ee. dakkár surggiin go oahpahusas , riektelágádusas ja almmolaš hálddašeamis . ¶
Sámelága giellanjuolggadusat 	addet 	ássiide giellavuoigatvuođaid go deaividit iešguđetge almmolaš orgánaiguin . ¶
Sámelága giellanjuolggadusat 	addet 	ássiide giellavuoigatvuođaid go deaividit iešguđetge almmolaš orgánaiguin . ¶
Unnitlohkogielaid lihtu goalmmát oassi sisttisdoallá viidát ja bienalet njuolggadusaid mat 	addet 	eiseválddiide konkrehta geatnegasvuođaid iešguđetge surggiin , ee. dakkár surggiin go oahpahusas , riektelágádusas ja almmolaš hálddašeamis . ¶
Sámelága giellanjuolggadusat 	addet 	ássiide giellavuoigatvuođaid go deaividit iešguđetge almmolaš orgánaiguin . ¶
Seammás leat hábmejuvvon ráŋggáštanregelat mat 	addet 	eiseválddiide láhkavuođu čuovvolit , daid háviid go siskkáldas iešstivrejupmi ii doaimma , dahje go dat dárbbášuvvo resursavuođu dahje eará servodatberoštumiid dihtii . ¶
